state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,poverty,unemployment
FL,Okaloosa County,South,3,8.713,25.531,36.316,29.441,11.0,4.0
FL,Okeechobee County,South,4,28.147,37.941,23.187,10.724,20.0,5.4
FL,Orange County,South,1,12.319,25.738,30.02,31.923,16.0,4.4
FL,Osceola County,South,1,14.293,33.638,33.393,18.677,15.0,5.0
FL,Palm Beach County,South,1,12.055,25.113,28.644,34.189,13.0,4.8
FL,Pasco County,South,1,11.738,33.236,32.542,22.484,13.0,5.2
FL,Pinellas County,South,1,9.603,29.057,31.829,29.511,13.0,4.4
FL,Polk County,South,2,16.009,35.911,28.62,19.461,16.0,5.6
FL,Putnam County,South,4,21.59,38.225,27.506,12.679,22.0,6.3
FL,St. Johns County,South,1,5.339,21.246,30.94,42.475,8.0,3.7
FL,St. Lucie County,South,2,14.188,33.191,32.789,19.832,17.0,5.7
FL,Santa Rosa County,South,2,9.831,27.35,35.931,26.888,11.0,4.5
FL,Sarasota County,South,2,7.44,29.847,29.656,33.058,11.0,4.6
FL,Seminole County,South,1,6.618,23.389,34.147,35.846,11.0,4.3
FL,Sumter County,South,3,9.471,30.352,30.361,29.817,11.0,7.0
FL,Suwannee County,South,6,20.864,40.042,27.056,12.038,20.0,4.9
FL,Taylor County,South,6,21.293,41.054,27.825,9.828,23.0,5.5
FL,Union County,South,6,25.639,39.636,27.124,7.601,25.0,4.4
FL,Volusia County,South,2,10.708,33.463,33.413,22.416,14.0,5.1
FL,Wakulla County,South,2,12.316,37.364,33.68,16.641,13.0,4.1
FL,Walton County,South,3,15.084,26.463,32.144,26.309,13.0,4.3
FL,Washington County,South,6,20.179,41.795,27.042,10.984,23.0,5.2
GA,Appling County,South,7,23.625,40.767,23.69,11.918,20.0,6.4
GA,Atkinson County,South,9,32.105,40.05,21.167,6.678,26.0,5.2
GA,Bacon County,South,7,19.885,41.001,25.916,13.197,23.0,5.3
GA,Baker County,South,3,21.246,41.531,26.223,11.0,28.0,7.7
GA,Baldwin County,South,4,18.346,37.026,26.206,18.422,26.0,6.8
GA,Banks County,South,8,24.551,42.946,21.517,10.986,16.0,4.9
GA,Barrow County,South,1,17.961,33.692,31.562,16.785,13.0,4.7
GA,Bartow County,South,1,18.403,34.411,28.672,18.515,15.0,5.1
GA,Ben Hill County,South,7,18.833,43.123,27.491,10.553,26.0,8.1
GA,Berrien County,South,6,19.689,38.8,29.244,12.267,22.0,6.2
GA,Bibb County,South,3,15.711,32.235,27.464,24.59,26.0,6.0
GA,Bleckley County,South,6,14.827,42.328,25.12,17.725,22.0,7.2
GA,Brantley County,South,3,19.816,45.594,25.08,9.51,21.0,6.7
GA,Brooks County,South,3,21.019,38.462,28.082,12.437,25.0,5.2
GA,Bryan County,South,2,9.571,25.774,31.318,33.336,10.0,4.9
GA,Bulloch County,South,4,13.378,27.568,30.805,28.248,24.0,5.7
GA,Burke County,South,2,22.685,38.195,28.716,10.404,27.0,7.6
GA,Butts County,South,1,22.808,44.523,22.464,10.205,17.0,5.6
GA,Calhoun County,South,8,24.016,40.181,25.51,10.293,33.0,5.8
GA,Camden County,South,4,8.971,32.464,35.945,22.619,15.0,5.7
GA,Candler County,South,7,24.744,35.908,25.117,14.23,25.0,4.9
GA,Carroll County,South,1,18.888,35.162,27.765,18.185,15.0,6.0
GA,Catoosa County,South,2,14.39,31.801,34.159,19.65,13.0,4.8
GA,Charlton County,South,6,19.138,46.322,25.551,8.988,27.0,5.8
GA,Chatham County,South,2,10.708,24.953,31.444,32.895,17.0,5.2
GA,Chattahoochee County,South,2,9.843,26.68,33.36,30.118,22.0,8.4
GA,Chattooga County,South,6,27.504,39.184,24.453,8.859,20.0,6.2
GA,Cherokee County,South,1,10.239,24.052,30.212,35.497,8.0,4.2
GA,Clarke County,South,3,13.787,21.406,24.054,40.753,28.0,5.6
GA,Clay County,South,9,17.658,45.969,28.935,7.438,35.0,10.5
GA,Clayton County,South,1,16.439,31.784,32.748,19.029,21.0,6.6
GA,Clinch County,South,6,23.564,38.648,23.406,14.383,26.0,6.2
GA,Cobb County,South,1,8.811,19.025,27.178,44.986,10.0,4.6
GA,Coffee County,South,7,21.253,39.549,26.114,13.084,23.0,5.9
GA,Colquitt County,South,6,27.457,37.045,22.574,12.924,25.0,5.3
GA,Columbia County,South,2,8.148,24.475,32.277,35.1,7.0,4.7
GA,Cook County,South,6,23.619,39.023,23.52,13.838,25.0,5.4
GA,Coweta County,South,1,11.394,31.176,29.346,28.085,10.0,5.0
GA,Crawford County,South,3,19.454,37.556,29.875,13.115,19.0,5.9
GA,Crisp County,South,6,20.346,37.828,26.749,15.077,30.0,6.1
GA,Dade County,South,2,19.918,36.117,30.168,13.798,16.0,5.1
GA,Dawson County,South,1,13.521,29.035,27.603,29.841,10.0,4.7
GA,Decatur County,South,6,20.493,33.928,28.69,16.889,30.0,6.7
GA,DeKalb County,South,1,11.434,20.861,25.961,41.745,18.0,5.4
GA,Dodge County,South,6,18.498,42.378,25.589,13.535,25.0,7.4
GA,Dooly County,South,6,25.49,40.068,23.179,11.263,29.0,5.8
GA,Dougherty County,South,3,17.84,28.351,34.043,19.766,31.0,6.9
GA,Douglas County,South,1,11.744,31.4,30.709,26.148,13.0,5.5
GA,Early County,South,6,20.22,40.612,25.097,14.071,31.0,7.0
GA,Echols County,South,3,33.033,35.303,23.796,7.867,23.0,4.3
GA,Effingham County,South,2,13.798,36.901,31.022,18.279,10.0,4.9
GA,Elbert County,South,6,21.531,45.261,21.517,11.69,22.0,6.5
GA,Emanuel County,South,7,22.174,40.197,25.915,11.714,27.0,7.8
GA,Evans County,South,6,22.946,39.683,22.274,15.097,24.0,5.0
GA,Fannin County,South,8,16.98,38.795,26.503,17.722,14.0,5.3
GA,Fayette County,South,1,5.425,20.717,28.081,45.777,6.0,4.7
GA,Floyd County,South,3,20.267,31.036,28.897,19.801,16.0,6.0
GA,Forsyth County,South,1,7.754,17.632,26.344,48.27,6.0,4.2
GA,Franklin County,South,8,23.416,40.024,23.925,12.635,21.0,5.3
GA,Fulton County,South,1,8.677,18.073,23.444,49.806,16.0,5.4
GA,Gilmer County,South,6,19.651,35.885,26.624,17.839,15.0,5.6
GA,Glascock County,South,9,21.422,43.327,27.031,8.221,19.0,6.1
GA,Glynn County,South,3,12.39,27.605,31.841,28.164,19.0,5.3
GA,Gordon County,South,4,24.593,35.33,27.161,12.916,16.0,5.7
GA,Grady County,South,6,22.902,37.206,27.121,12.77,21.0,5.5
GA,Greene County,South,6,17.654,33.521,24.078,24.747,18.0,5.8
GA,Gwinnett County,South,1,12.467,23.33,29.274,34.93,11.0,4.7
GA,Habersham County,South,6,21.712,34.247,26.529,17.512,16.0,5.3
GA,Hall County,South,3,22.701,27.699,27.126,22.474,14.0,4.5
GA,Hancock County,South,7,27.095,40.328,21.688,10.89,34.0,8.4
GA,Haralson County,South,1,21.706,36.693,27.838,13.764,19.0,5.8
GA,Harris County,South,2,10.243,26.95,36.207,26.601,9.0,5.0
GA,Hart County,South,6,19.087,37.722,29.539,13.652,17.0,5.5
GA,Heard County,South,1,21.132,43.551,24.815,10.502,20.0,5.9
GA,Henry County,South,1,10.552,29.933,32.036,27.479,10.0,5.5
GA,Houston County,South,3,10.17,29.312,36.485,24.034,15.0,5.4
GA,Irwin County,South,7,15.283,43.47,30.097,11.149,24.0,7.7
GA,Jackson County,South,4,18.279,33.297,29.356,19.068,13.0,4.2
GA,Jasper County,South,1,22.822,41.223,25.592,10.363,17.0,4.8
GA,Jeff Davis County,South,7,21.623,38.543,29.086,10.748,24.0,6.3
GA,Jefferson County,South,6,25.536,41.364,22.685,10.416,25.0,7.5
GA,Jenkins County,South,6,22.17,39.743,25.061,13.026,34.0,7.6
GA,Johnson County,South,7,25.745,37.601,27.964,8.69,29.0,6.2
GA,Jones County,South,3,12.47,38.085,29.213,20.232,12.0,4.9
GA,Lamar County,South,1,16.007,38.689,28.147,17.158,18.0,6.5
GA,Lanier County,South,3,21.771,28.738,34.09,15.401,23.0,5.7
GA,Laurens County,South,5,17.129,44.011,23.623,15.237,26.0,6.7
GA,Lee County,South,3,11.48,28.829,35.527,24.163,11.0,4.8
GA,Liberty County,South,3,10.344,31.485,39.272,18.9,15.0,5.8
GA,Lincoln County,South,2,16.584,42.499,27.764,13.153,19.0,5.9
GA,Long County,South,3,12.731,34.616,37.415,15.238,19.0,5.5
GA,Lowndes County,South,3,15.563,29.216,31.366,23.855,22.0,5.2
GA,Lumpkin County,South,6,15.756,29.013,28.245,26.985,16.0,4.9
GA,McDuffie County,South,2,20.134,39.655,26.027,14.184,23.0,7.2
GA,McIntosh County,South,3,17.604,35.121,33.508,13.767,21.0,5.8
GA,Macon County,South,6,27.824,34.736,28.91,8.53,32.0,8.3
GA,Madison County,South,3,17.239,39.717,27.573,15.471,15.0,5.0
GA,Marion County,South,2,21.573,38.543,28.808,11.076,23.0,7.4
GA,Meriwether County,South,1,22.938,38.885,28.031,10.146,21.0,6.8
GA,Miller County,South,8,20.966,38.72,28.911,11.403,23.0,5.5
GA,Mitchell County,South,6,23.447,40.832,23.727,11.994,30.0,6.6
GA,Monroe County,South,3,15.784,35.423,26.608,22.185,12.0,5.2
GA,Montgomery County,South,9,17.953,38.573,27.921,15.553,23.0,7.6
GA,Morgan County,South,1,16.608,35.033,27.588,20.771,13.0,5.0
GA,Murray County,South,3,31.215,35.791,22.129,10.865,18.0,6.9
GA,Muscogee County,South,2,13.388,26.835,34.775,25.002,22.0,6.9
GA,Newton County,South,1,15.613,31.394,33.179,19.814,18.0,6.0
GA,Oconee County,South,3,6.644,20.923,25.875,46.558,7.0,4.1
GA,Oglethorpe County,South,3,20.415,36.983,25.986,16.616,15.0,4.9
GA,Paulding County,South,1,10.401,33.497,31.469,24.633,9.0,4.6
GA,Peach County,South,3,14.925,30.908,34.017,20.151,21.0,6.9
GA,Pickens County,South,1,16.764,29.714,28.765,24.757,11.0,4.9
GA,Pierce County,South,6,17.992,40.38,28.726,12.901,17.0,5.4
GA,Pike County,South,1,12.138,41.565,30.99,15.307,12.0,5.2
GA,Polk County,South,4,24.289,37.225,25.502,12.984,19.0,6.1
GA,Pulaski County,South,3,19.544,42.942,25.701,11.812,25.0,5.9
GA,Putnam County,South,6,15.94,38.219,27.549,18.293,18.0,7.0
GA,Quitman County,South,9,23.082,42.613,25.745,8.561,27.0,7.4
GA,Rabun County,South,7,14.444,33.041,26.18,26.336,17.0,5.9
GA,Randolph County,South,6,29.292,31.458,25.896,13.354,31.0,8.5
GA,Richmond County,South,2,16.424,30.806,31.726,21.044,26.0,6.7
GA,Rockdale County,South,1,12.876,32.206,28.957,25.961,15.0,5.7
GA,Schley County,South,8,19.094,33.927,32.115,14.864,19.0,6.4
GA,Screven County,South,6,18.94,40.462,26.218,14.379,28.0,7.6
GA,Seminole County,South,6,17.95,39.262,27.872,14.917,23.0,7.9
GA,Spalding County,South,1,20.661,37.95,25.998,15.39,22.0,6.8
GA,Stephens County,South,7,18.921,37.293,26.162,17.623,21.0,5.9
GA,Stewart County,South,8,37.892,35.3,16.389,10.419,39.0,6.6
GA,Sumter County,South,6,22.241,31.31,26.499,19.949,29.0,7.7
GA,Talbot County,South,8,21.436,44.93,20.986,12.647,24.0,6.7
GA,Taliaferro County,South,8,32.777,45.442,13.013,8.768,29.0,6.5
GA,Tattnall County,South,6,25.907,38.56,24.167,11.366,30.0,5.4
GA,Taylor County,South,8,23.864,35.797,29.018,11.321,25.0,7.2
GA,Telfair County,South,7,27.31,47.959,15.607,9.125,31.0,8.6
GA,Terrell County,South,3,26.697,29.537,31.691,12.076,31.0,6.6
GA,Thomas County,South,4,18.072,32.762,29.636,19.53,21.0,6.4
GA,Tift County,South,5,18.78,34.467,29.232,17.52,22.0,5.5
GA,Toombs County,South,7,20.488,39.322,23.171,17.019,23.0,7.8
GA,Towns County,South,9,10.649,31.886,32.331,25.133,15.0,6.7
GA,Treutlen County,South,7,22.751,39.548,21.208,16.493,27.0,7.8
GA,Troup County,South,4,16.351,35.513,29.379,18.757,20.0,5.1
GA,Turner County,South,6,24.554,36.468,26.701,12.277,30.0,6.6
GA,Twiggs County,South,3,30.795,35.928,21.635,11.642,24.0,8.7
GA,Union County,South,9,11.277,35.101,31.254,22.368,15.0,4.7
GA,Upson County,South,6,20.897,36.343,29.407,13.353,20.0,6.5
GA,Walker County,South,2,20.317,36.655,28.009,15.019,19.0,5.6
GA,Walton County,South,1,13.301,36.588,31.529,18.583,13.0,4.9
GA,Ware County,South,5,18.294,40.916,27.965,12.825,26.0,5.5
GA,Warren County,South,8,26.283,44.507,17.12,12.089,28.0,7.0
GA,Washington County,South,7,21.363,40.704,25.633,12.3,27.0,6.4
GA,Wayne County,South,6,17.864,40.508,28.304,13.324,22.0,6.7
GA,Webster County,South,8,22.062,44.789,23.725,9.424,21.0,8.8
GA,Wheeler County,South,9,23.423,53.383,18.257,4.938,39.0,9.1
GA,White County,South,6,15.356,31.452,32.399,20.792,14.0,4.6
GA,Whitfield County,South,3,31.089,28.539,26.821,13.551,16.0,5.9
GA,Wilcox County,South,8,22.582,48.986,18.902,9.53,31.0,7.0
GA,Wilkes County,South,6,22.051,41.952,22.211,13.786,23.0,6.3
GA,Wilkinson County,South,8,17.328,50.086,23.945,8.641,21.0,6.3
GA,Worth County,South,3,22.56,40.672,26.555,10.213,21.0,5.9
HI,Hawaii County,West,5,8.362,31.722,32.324,27.591,15.0,3.8
HI,Honolulu County,West,2,8.946,26.162,31.541,33.351,9.0,2.8
HI,Kauai County,West,5,8.084,31.134,32.992,27.79,8.0,3.3
HI,Maui County,West,3,8.176,31.456,34.67,25.698,10.0,3.2
ID,Ada County,West,2,5.438,21.849,35.743,36.97,11.0,3.3
ID,Adams County,West,9,10.289,37.725,29.304,22.683,15.0,7.1
ID,Bannock County,West,3,8.052,26.516,37.901,27.532,17.0,3.5
ID,Bear Lake County,West,9,6.424,39.026,35.024,19.526,14.0,4.6
ID,Benewah County,West,6,13.45,38.658,34.284,13.607,18.0,6.2
ID,Bingham County,West,4,14.102,30.545,37.302,18.051,14.0,3.6
ID,Blaine County,West,7,9.967,19.47,28.713,41.85,10.0,3.2
ID,Boise County,West,2,6.232,27.692,39.108,26.968,14.0,5.5
ID,Bonner County,West,6,9.691,30.499,37.754,22.056,15.0,5.5
ID,Bonneville County,West,3,8.89,26.863,36.41,27.837,12.0,3.2
ID,Boundary County,West,7,10.614,37.701,34.215,17.47,17.0,5.3
ID,Butte County,West,3,9.639,35.104,40.361,14.896,18.0,4.1
ID,Camas County,West,9,12.131,29.393,37.947,20.529,10.0,3.8
ID,Canyon County,West,2,15.88,32.282,33.484,18.354,15.0,4.4
ID,Caribou County,West,6,7.867,35.865,38.2,18.068,11.0,3.7
ID,Cassia County,West,7,18.132,28.362,34.943,18.563,14.0,3.0
ID,Clark County,West,9,30.459,31.743,22.569,15.229,16.0,3.5
ID,Clearwater County,West,6,12.141,36.795,34.236,16.828,16.0,7.5
ID,Custer County,West,8,7.355,31.026,35.445,26.174,16.0,5.2
ID,Elmore County,West,6,13.745,27.762,41.931,16.563,14.0,4.2
ID,Franklin County,West,3,10.033,32.548,37.842,19.576,9.0,3.1
ID,Fremont County,West,6,12.645,33.884,32.599,20.872,17.0,3.4
ID,Gem County,West,2,12.675,39.821,32.231,15.272,18.0,4.7
ID,Gooding County,West,7,23.672,33.358,28.692,14.278,14.0,3.1
ID,Idaho County,West,6,11.551,37.052,34.503,16.894,16.0,5.7
ID,Jefferson County,West,3,12.56,29.49,37.168,20.782,10.0,3.1
ID,Jerome County,West,7,24.96,29.843,30.937,14.261,16.0,3.1
ID,Kootenai County,West,3,7.61,28.002,40.405,23.983,15.0,4.8
ID,Latah County,West,4,3.997,20.119,29.947,45.938,18.0,3.3
ID,Lemhi County,West,7,8.473,33.356,37.123,21.048,18.0,6.3
ID,Lewis County,West,8,10.554,34.391,39.041,16.015,16.0,6.5
ID,Lincoln County,West,9,21.56,35.788,30.827,11.825,13.0,4.5
ID,Madison County,West,4,3.785,15.091,44.309,36.815,24.0,2.5
ID,Minidoka County,West,7,22.042,29.099,33.978,14.881,16.0,3.3
ID,Nez Perce County,West,3,8.429,31.558,37.815,22.198,15.0,3.4
ID,Oneida County,West,8,6.412,37.795,39.445,16.348,13.0,3.7
ID,Owyhee County,West,2,24.997,37.141,28.193,9.67,17.0,4.5
ID,Payette County,West,6,12.883,33.943,37.326,15.847,16.0,4.7
ID,Power County,West,6,20.755,36.753,27.172,15.321,16.0,4.2
ID,Shoshone County,West,6,14.34,36.97,35.867,12.822,19.0,7.3
ID,Teton County,West,9,8.829,19.261,31.945,39.965,10.0,3.2
ID,Twin Falls County,West,5,13.144,29.272,39.439,18.145,15.0,3.4
ID,Valley County,West,8,4.459,26.582,37.985,30.974,10.0,5.6
ID,Washington County,West,6,16.16,33.969,34.442,15.429,15.0,5.7
IL,Adams County,Midwest,5,8.329,35.443,33.628,22.6,13.0,4.8
IL,Alexander County,Midwest,3,24.979,34.193,31.843,8.985,29.0,9.2
IL,Bond County,Midwest,1,12.076,40.684,28.976,18.264,14.0,5.1
IL,Boone County,Midwest,2,13.894,35.421,29.174,21.51,10.0,6.3
IL,Brown County,Midwest,7,14.139,39.185,32.376,14.3,17.0,3.4
IL,Bureau County,Midwest,7,9.274,39.031,32.889,18.805,12.0,6.1
IL,Calhoun County,Midwest,1,8.207,44.734,32.017,15.042,12.0,6.3
IL,Carroll County,Midwest,7,9.297,41.488,32.856,16.359,13.0,5.7
IL,Cass County,Midwest,6,14.352,46.384,25.433,13.831,14.0,5.6
IL,Champaign County,Midwest,3,5.346,22.154,28.574,43.927,19.0,5.1
IL,Christian County,Midwest,6,12.03,43.305,29.586,15.079,13.0,6.3
IL,Clark County,Midwest,6,10.219,38.98,34.327,16.474,12.0,5.9
IL,Clay County,Midwest,7,11.52,38.341,35.341,14.798,16.0,6.8
IL,Clinton County,Midwest,1,10.581,31.626,36.635,21.158,9.0,4.5
IL,Coles County,Midwest,5,9.786,31.137,33.752,25.325,19.0,5.9
IL,Cook County,Midwest,1,14.189,23.682,25.658,36.471,15.0,6.2
IL,Crawford County,Midwest,7,10.955,34.069,37.795,17.181,14.0,6.2
IL,Cumberland County,Midwest,9,11.18,38.596,35.454,14.77,12.0,5.2
IL,DeKalb County,Midwest,1,7.357,26.139,35.678,30.826,16.0,5.4
IL,De Witt County,Midwest,3,8.265,37.158,34.173,20.404,11.0,5.7
IL,Douglas County,Midwest,6,16.011,35.272,29.608,19.109,10.0,4.7
IL,DuPage County,Midwest,1,7.563,18.732,26.394,47.312,7.0,4.8
IL,Edgar County,Midwest,6,12.247,36.726,32.998,18.029,14.0,6.0
IL,Edwards County,Midwest,9,11.036,36.498,40.452,12.014,11.0,5.8
IL,Effingham County,Midwest,7,8.866,36.585,32.07,22.48,11.0,4.7
IL,Fayette County,Midwest,6,17.507,40.347,28.579,13.567,15.0,6.7
IL,Ford County,Midwest,3,11.175,37.669,33.774,17.382,11.0,5.5
IL,Franklin County,Midwest,4,12.288,33.273,39.166,15.272,22.0,8.1
IL,Fulton County,Midwest,6,12.414,34.605,36.546,16.435,15.0,7.4
IL,Gallatin County,Midwest,8,13.821,40.178,34.487,11.513,21.0,7.6
IL,Greene County,Midwest,6,13.884,42.342,32.613,11.161,15.0,5.9
IL,Grundy County,Midwest,1,7.057,36.38,34.789,21.773,8.0,6.8
IL,Hamilton County,Midwest,7,10.21,36.357,37.703,15.73,14.0,6.3
IL,Hancock County,Midwest,7,7.464,38.528,34.409,19.599,12.0,6.6
IL,Hardin County,Midwest,9,16.838,34.926,36.915,11.321,22.0,9.8
IL,Henderson County,Midwest,9,11.107,45.246,30.378,13.27,12.0,6.2
IL,Henry County,Midwest,2,11.099,33.671,33.959,21.271,12.0,6.1
IL,Iroquois County,Midwest,6,11.284,41.058,33.039,14.618,13.0,5.5
IL,Jackson County,Midwest,3,7.744,24.755,31.596,35.905,23.0,5.4
IL,Jasper County,Midwest,7,9.857,37.47,34.409,18.265,11.0,6.3
IL,Jefferson County,Midwest,7,14.147,32.024,37.4,16.43,16.0,6.5
IL,Jersey County,Midwest,1,8.818,36.67,36.132,18.38,11.0,5.8
IL,Jo Daviess County,Midwest,6,8.04,37.068,30.79,24.102,10.0,5.4
IL,Johnson County,Midwest,8,16.626,30.919,35.787,16.668,14.0,8.6
IL,Kane County,Midwest,1,16.875,23.193,27.828,32.104,11.0,5.5
IL,Kankakee County,Midwest,3,12.658,34.03,34.354,18.958,14.0,6.4
IL,Kendall County,Midwest,1,6.828,24.219,34.681,34.272,5.0,5.2
IL,Knox County,Midwest,4,12.002,36.683,33.245,18.07,17.0,6.1
IL,Lake County,Midwest,1,10.195,20.945,25.164,43.696,9.0,5.2
IL,La Salle County,Midwest,4,11.557,36.583,34.896,16.963,13.0,6.7
IL,Lawrence County,Midwest,7,21.944,34.343,33.565,10.148,19.0,7.5
IL,Lee County,Midwest,6,11.724,36.328,34.236,17.711,13.0,5.1
IL,Livingston County,Midwest,4,11.73,41.452,31.606,15.212,14.0,5.5
IL,Logan County,Midwest,6,12.611,34.588,34.426,18.375,14.0,5.3
IL,McDonough County,Midwest,5,7.214,28.861,30.383,33.543,20.0,6.3
IL,McHenry County,Midwest,1,7.388,26.864,32.502,33.247,7.0,5.3
IL,McLean County,Midwest,3,4.364,25.547,25.559,44.53,13.0,5.1
IL,Macon County,Midwest,3,10.384,34.747,32.062,22.806,17.0,6.6
IL,Macoupin County,Midwest,1,10.044,38.272,33.435,18.248,13.0,6.0
IL,Madison County,Midwest,1,7.441,31.722,35.173,25.664,13.0,5.9
IL,Marion County,Midwest,4,11.534,35.754,37.683,15.029,16.0,6.4
IL,Marshall County,Midwest,2,8.165,40.409,35.293,16.134,10.0,6.6
IL,Mason County,Midwest,6,12.723,42.677,30.295,14.306,15.0,7.1
IL,Massac County,Midwest,7,15.028,33.972,37.669,13.331,21.0,7.0
IL,Menard County,Midwest,3,8.054,34.914,33.11,23.922,10.0,4.6
IL,Mercer County,Midwest,2,8.106,41.457,32.909,17.528,10.0,6.2
IL,Monroe County,Midwest,1,4.607,32.273,33.339,29.781,5.0,4.1
IL,Montgomery County,Midwest,6,13.97,40.398,31.762,13.87,16.0,7.1
IL,Morgan County,Midwest,4,9.181,41.916,28.265,20.637,16.0,4.9
IL,Moultrie County,Midwest,6,15.895,34.903,32.145,17.057,10.0,4.6
IL,Ogle County,Midwest,4,11.744,33.783,34.635,19.838,10.0,5.9
IL,Peoria County,Midwest,2,9.743,27.622,32.838,29.798,15.0,6.8
IL,Perry County,Midwest,6,15.092,38.281,33.246,13.381,16.0,7.1
IL,Piatt County,Midwest,3,4.76,34.589,30.788,29.864,7.0,5.0
IL,Pike County,Midwest,7,12.147,41.446,31.06,15.347,16.0,5.1
IL,Pope County,Midwest,8,12.761,32.301,41.196,13.742,18.0,7.0
IL,Pulaski County,Midwest,8,17.275,34.724,36.969,11.032,21.0,8.8
IL,Putnam County,Midwest,8,8.405,39.613,37.584,14.398,8.0,5.6
IL,Randolph County,Midwest,6,15.526,41.015,30.464,12.995,14.0,5.0
IL,Richland County,Midwest,7,12.724,33.336,33.354,20.586,14.0,6.0
IL,Rock Island County,Midwest,2,11.372,31.154,35.433,22.041,16.0,6.3
IL,St. Clair County,Midwest,1,9.457,28.44,35.958,26.145,15.0,6.1
IL,Saline County,Midwest,6,13.928,31.427,38.664,15.981,20.0,8.6
IL,Sangamon County,Midwest,3,7.767,27.838,30.076,34.32,14.0,4.9
IL,Schuyler County,Midwest,7,11.221,36.764,33.123,18.893,12.0,5.8
IL,Scott County,Midwest,9,7.697,50.192,30.016,12.095,12.0,5.6
IL,Shelby County,Midwest,6,7.734,46.978,30.096,15.192,12.0,5.8
IL,Stark County,Midwest,2,12.297,37.344,33.636,16.722,12.0,7.2
IL,Stephenson County,Midwest,4,9.28,35.176,37.681,17.863,15.0,5.8
IL,Tazewell County,Midwest,2,7.198,32.879,34.912,25.011,9.0,6.3
IL,Union County,Midwest,6,14.364,32.561,31.779,21.295,17.0,7.4
IL,Vermilion County,Midwest,3,12.772,40.645,32.623,13.96,20.0,7.2
IL,Wabash County,Midwest,7,10.605,32.35,39.868,17.177,14.0,6.4
IL,Warren County,Midwest,6,12.807,34.51,30.746,21.937,14.0,5.3
IL,Washington County,Midwest,6,9.291,32.592,37.243,20.874,9.0,3.8
IL,Wayne County,Midwest,7,12.793,35.068,38.162,13.977,14.0,8.6
IL,White County,Midwest,6,12.322,36.256,37.697,13.725,16.0,6.6
IL,Whiteside County,Midwest,4,11.29,36.154,35.288,17.268,12.0,5.8
IL,Will County,Midwest,1,9.177,26.858,30.51,33.455,7.0,6.1
IL,Williamson County,Midwest,3,9.77,30.54,37.614,22.075,16.0,6.2
IL,Winnebago County,Midwest,2,12.585,32.311,32.695,22.409,16.0,6.6
IL,Woodford County,Midwest,2,6.035,32.753,30.77,30.442,7.0,5.4
IN,Adams County,Midwest,6,15.758,41.615,27.017,15.61,15.0,3.6
IN,Allen County,Midwest,2,10.798,29.12,32.712,27.37,15.0,4.3
IN,Bartholomew County,Midwest,3,9.724,34.892,25.708,29.676,12.0,3.4
IN,Benton County,Midwest,3,10.34,45.079,27.521,17.061,12.0,4.2
IN,Blackford County,Midwest,6,13.023,48.218,27.793,10.966,13.0,5.4
IN,Boone County,Midwest,1,6.837,25.384,23.265,44.515,7.0,3.4
IN,Brown County,Midwest,1,10.44,36.1,29.986,23.474,11.0,4.0
IN,Carroll County,Midwest,3,12.044,40.785,29.745,17.426,10.0,4.2
IN,Cass County,Midwest,4,17.181,39.5,29.369,13.95,13.0,4.7
IN,Clark County,Midwest,1,12.106,34.095,33.601,20.199,11.0,4.1
IN,Clay County,Midwest,3,10.264,44.767,28.041,16.928,14.0,4.7
IN,Clinton County,Midwest,6,13.905,45.28,25.925,14.89,14.0,3.9
IN,Crawford County,Midwest,8,17.307,47.66,25.239,9.794,17.0,5.6
IN,Daviess County,Midwest,7,25.283,36.321,24.391,14.005,14.0,3.6
IN,Dearborn County,Midwest,1,9.366,40.161,30.509,19.964,8.0,4.7
IN,Decatur County,Midwest,6,10.932,43.542,27.347,18.179,12.0,3.6
IN,DeKalb County,Midwest,4,10.271,41.894,30.466,17.369,9.0,3.9
IN,Delaware County,Midwest,3,10.477,35.633,30.604,23.285,22.0,5.2
IN,Dubois County,Midwest,5,12.023,40.33,27.918,19.729,7.0,3.1
IN,Elkhart County,Midwest,3,19.491,36.714,25.525,18.269,13.0,3.5
IN,Fayette County,Midwest,6,18.753,43.091,27.478,10.678,18.0,5.8
IN,Floyd County,Midwest,1,10.637,31.814,30.622,26.928,10.0,4.1
IN,Fountain County,Midwest,6,12.032,44.178,29.328,14.461,13.0,5.8
