state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,unemployment,poverty_log
LA,Assumption Parish,South,6,27.332,41.468,19.785,11.414,8.4,3.044522437723423
LA,Avoyelles Parish,South,6,26.813,41.55,21.502,10.135,7.0,3.258096538021482
LA,Beauregard Parish,South,6,15.533,41.296,26.837,16.334,6.0,2.70805020110221
LA,Bienville Parish,South,6,17.068,41.607,28.363,12.962,7.6,3.1780538303479458
LA,Bossier Parish,South,2,11.84,28.556,33.637,25.967,5.3,2.833213344056216
LA,Caddo Parish,South,2,13.914,32.821,29.464,23.801,6.6,3.258096538021482
LA,Calcasieu Parish,South,3,14.553,34.594,30.281,20.572,4.8,2.995732273553991
LA,Caldwell Parish,South,8,24.148,43.211,20.886,11.755,7.6,3.1354942159291497
LA,Cameron Parish,South,3,16.535,36.737,29.798,16.93,4.4,2.4849066497880004
LA,Catahoula Parish,South,9,22.991,42.095,21.816,13.098,9.3,3.332204510175204
LA,Claiborne Parish,South,6,22.384,39.72,24.925,12.97,6.7,3.5553480614894135
LA,Concordia Parish,South,7,22.947,41.229,24.55,11.274,8.2,3.367295829986474
LA,De Soto Parish,South,2,18.727,40.185,27.625,13.462,7.3,3.044522437723423
LA,East Baton Rouge Parish,South,2,9.817,27.366,28.614,34.202,5.1,2.995732273553991
LA,East Carroll Parish,South,7,29.563,36.567,22.602,11.268,11.5,3.784189633918261
LA,East Feliciana Parish,South,2,17.598,44.227,25.23,12.945,5.7,2.995732273553991
LA,Evangeline Parish,South,6,28.749,36.559,22.774,11.918,7.4,3.367295829986474
LA,Franklin Parish,South,7,25.897,40.281,21.931,11.89,9.0,3.367295829986474
LA,Grant Parish,South,3,19.024,42.915,28.727,9.334,7.0,3.091042453358316
LA,Iberia Parish,South,2,22.21,41.275,22.77,13.744,9.4,3.1354942159291497
LA,Iberville Parish,South,2,22.556,39.744,24.312,13.387,6.8,3.1354942159291497
LA,Jackson Parish,South,6,19.955,43.283,23.113,13.649,5.6,3.044522437723423
LA,Jefferson Parish,South,1,15.313,31.131,28.739,24.816,5.3,2.772588722239781
LA,Jefferson Davis Parish,South,6,20.979,41.275,23.201,14.546,6.0,2.9444389791664403
LA,Lafayette Parish,South,2,13.638,28.238,27.238,30.886,6.1,2.8903717578961645
LA,Lafourche Parish,South,3,24.691,39.277,19.874,16.158,6.3,2.833213344056216
LA,La Salle Parish,South,6,24.236,42.802,21.919,11.043,6.6,2.9444389791664403
LA,Lincoln Parish,South,4,12.518,27.549,24.569,35.365,6.2,3.4011973816621555
LA,Livingston Parish,South,2,16.09,40.219,26.291,17.4,5.0,2.5649493574615367
LA,Madison Parish,South,7,25.554,40.369,22.06,12.017,8.9,3.713572066704308
LA,Morehouse Parish,South,6,19.728,44.249,22.367,13.656,9.7,3.367295829986474
LA,Natchitoches Parish,South,6,16.519,32.936,31.798,18.747,6.7,3.4657359027997265
LA,Orleans Parish,South,1,14.332,22.939,26.552,36.177,5.8,3.1780538303479458
LA,Ouachita Parish,South,3,14.97,33.46,27.388,24.182,6.1,3.2188758248682006
LA,Plaquemines Parish,South,1,19.551,38.038,26.602,15.809,5.3,2.70805020110221
LA,Pointe Coupee Parish,South,2,20.025,41.205,24.834,13.936,6.5,2.995732273553991
LA,Rapides Parish,South,3,15.25,37.549,27.348,19.853,6.1,2.995732273553991
LA,Red River Parish,South,8,19.317,44.963,22.178,13.543,6.0,3.258096538021482
LA,Richland Parish,South,6,20.525,41.196,24.53,13.749,7.4,3.295836866004329
LA,Sabine Parish,South,6,17.533,42.997,25.616,13.854,6.9,2.9444389791664403
LA,St. Bernard Parish,South,1,18.18,39.513,29.081,13.226,6.1,3.1780538303479458
LA,St. Charles Parish,South,1,12.831,35.7,30.813,20.656,5.3,2.5649493574615367
LA,St. Helena Parish,South,2,21.022,45.789,22.595,10.594,7.6,3.2188758248682006
LA,St. James Parish,South,1,14.487,44.496,26.584,14.432,7.5,2.9444389791664403
LA,St. John the Baptist Parish,South,1,17.03,36.465,29.625,16.88,6.8,2.9444389791664403
LA,St. Landry Parish,South,4,23.94,43.463,19.445,13.153,8.0,3.295836866004329
LA,St. Martin Parish,South,2,20.899,41.084,24.226,13.791,7.7,2.9444389791664403
LA,St. Mary Parish,South,4,21.707,47.322,19.987,10.983,9.4,3.091042453358316
LA,St. Tammany Parish,South,1,11.238,26.623,30.852,31.287,5.0,2.302585092994046
LA,Tangipahoa Parish,South,3,18.635,35.727,25.845,19.794,6.7,3.091042453358316
LA,Tensas Parish,South,9,23.32,46.149,21.448,9.083,9.8,3.4657359027997265
LA,Terrebonne Parish,South,3,22.191,39.819,23.682,14.309,6.9,3.044522437723423
LA,Union Parish,South,3,14.781,46.145,26.953,12.121,6.5,2.995732273553991
LA,Vermilion Parish,South,2,24.012,41.282,22.39,12.316,7.6,2.995732273553991
LA,Vernon Parish,South,5,12.457,37.17,32.6,17.772,7.2,2.70805020110221
LA,Washington Parish,South,6,23.531,41.811,22.736,11.922,7.0,3.332204510175204
LA,Webster Parish,South,2,18.999,41.028,26.056,13.918,8.5,3.1780538303479458
LA,West Baton Rouge Parish,South,2,16.175,38.227,25.923,19.675,5.3,2.833213344056216
LA,West Carroll Parish,South,9,24.445,42.621,20.55,12.384,11.9,3.1780538303479458
LA,West Feliciana Parish,South,2,20.717,31.713,25.087,22.482,5.1,3.1780538303479458
LA,Winn Parish,South,6,20.342,41.567,25.447,12.645,7.7,3.1780538303479458
ME,Androscoggin County,Northeast,3,10.56,37.48,31.256,20.704,3.6,2.5649493574615367
ME,Aroostook County,Northeast,7,12.572,38.173,31.161,18.094,5.4,2.772588722239781
ME,Cumberland County,Northeast,2,5.49,23.656,26.798,44.056,2.9,2.302585092994046
ME,Franklin County,Northeast,6,7.553,36.942,29.747,25.759,4.5,2.6390573296152584
ME,Hancock County,Northeast,6,6.164,33.197,28.126,32.513,4.5,2.3978952727983707
ME,Kennebec County,Northeast,4,8.622,35.086,31.027,25.264,3.6,2.6390573296152584
ME,Knox County,Northeast,7,6.924,34.924,27.927,30.226,3.5,2.3978952727983707
ME,Lincoln County,Northeast,8,6.79,32.982,27.781,32.447,3.7,2.3978952727983707
ME,Oxford County,Northeast,6,8.486,45.06,28.303,18.151,4.6,2.5649493574615367
ME,Penobscot County,Northeast,3,8.778,35.466,31.024,24.731,4.3,2.70805020110221
ME,Piscataquis County,Northeast,8,10.262,40.857,32.549,16.332,5.0,2.9444389791664403
ME,Sagadahoc County,Northeast,2,5.528,30.818,30.165,33.489,3.0,2.1972245773362196
ME,Somerset County,Northeast,6,12.05,41.788,30.335,15.827,5.6,2.995732273553991
ME,Waldo County,Northeast,6,8.072,34.053,28.694,29.182,4.2,2.6390573296152584
ME,Washington County,Northeast,7,12.018,38.487,29.398,20.096,5.5,2.8903717578961645
ME,York County,Northeast,2,7.621,31.957,30.357,30.065,3.4,2.0794415416798357
MD,Allegany County,South,3,10.913,41.939,29.185,17.963,6.2,2.833213344056216
MD,Anne Arundel County,South,1,8.089,24.529,28.017,39.365,3.8,1.9459101490553132
MD,Baltimore County,South,1,9.044,27.188,26.569,37.198,4.7,2.1972245773362196
MD,Calvert County,South,1,6.707,30.851,33.157,29.286,3.9,1.791759469228055
MD,Caroline County,South,6,16.699,41.78,26.224,15.297,4.8,2.70805020110221
MD,Carroll County,South,1,7.906,30.603,27.789,33.701,3.6,1.791759469228055
MD,Cecil County,South,1,11.858,37.529,28.121,22.492,5.2,2.302585092994046
MD,Charles County,South,1,7.181,32.344,33.112,27.363,4.2,1.9459101490553132
MD,Dorchester County,South,6,14.961,38.537,25.734,20.768,6.2,2.833213344056216
MD,Frederick County,South,1,7.445,25.22,27.599,39.736,3.9,1.9459101490553132
MD,Garrett County,South,6,11.473,42.386,26.899,19.242,5.7,2.5649493574615367
MD,Harford County,South,1,7.24,27.822,30.471,34.467,4.2,1.9459101490553132
MD,Howard County,South,1,4.669,14.049,20.237,61.044,3.3,1.6094379124341003
MD,Kent County,South,6,12.715,32.898,23.844,30.543,4.9,2.6390573296152584
MD,Montgomery County,South,1,8.836,14.037,19.022,58.105,3.4,1.9459101490553132
MD,Prince George's County,South,1,14.186,25.872,28.488,31.454,4.4,2.1972245773362196
MD,Queen Anne's County,South,1,8.439,29.836,26.752,34.974,3.9,1.9459101490553132
MD,St. Mary's County,South,3,10.119,30.244,29.735,29.902,4.2,2.1972245773362196
MD,Somerset County,South,2,20.844,41.718,23.462,13.975,7.3,3.1780538303479458
MD,Talbot County,South,6,10.836,26.221,27.109,35.834,4.2,2.302585092994046
MD,Washington County,South,2,13.133,37.95,28.82,20.098,5.1,2.5649493574615367
MD,Wicomico County,South,2,11.437,33.509,27.677,27.377,6.2,2.8903717578961645
MD,Worcester County,South,2,10.366,32.295,27.403,29.936,9.3,2.3978952727983707
MD,Baltimore city,South,1,16.549,29.583,24.149,29.72,6.6,3.091042453358316
MA,Barnstable County,Northeast,3,4.608,25.145,29.15,41.096,4.9,2.0794415416798357
MA,Berkshire County,Northeast,3,9.365,30.736,27.266,32.633,4.5,2.3978952727983707
MA,Bristol County,Northeast,1,16.259,30.011,27.211,26.519,4.9,2.3978952727983707
MA,Dukes County,Northeast,7,7.174,24.587,28.454,39.785,5.2,2.0794415416798357
MA,Essex County,Northeast,1,10.713,25.737,25.51,38.04,4.0,2.3978952727983707
MA,Franklin County,Northeast,4,7.227,27.555,29.318,35.9,3.5,2.302585092994046
MA,Hampden County,Northeast,2,14.627,30.376,28.763,26.234,5.3,2.833213344056216
MA,Hampshire County,Northeast,2,5.741,24.306,25.23,44.723,3.6,2.4849066497880004
MA,Middlesex County,Northeast,1,7.36,20.554,19.081,53.005,3.2,2.0794415416798357
MA,Nantucket County,Northeast,7,5.331,25.022,27.63,42.017,4.5,1.791759469228055
MA,Norfolk County,Northeast,1,6.138,20.919,21.734,51.208,3.4,1.791759469228055
MA,Plymouth County,Northeast,1,7.532,28.983,28.467,35.018,4.1,2.0794415416798357
MA,Suffolk County,Northeast,1,15.205,23.326,18.749,42.721,3.6,2.995732273553991
MA,Worcester County,Northeast,2,9.979,28.906,26.289,34.826,4.1,2.302585092994046
MI,Alcona County,Midwest,9,11.413,40.213,33.922,14.453,7.7,2.772588722239781
MI,Alger County,Midwest,7,10.614,44.265,27.026,18.095,8.2,2.6390573296152584
MI,Allegan County,Midwest,4,9.868,37.885,30.827,21.419,3.9,2.1972245773362196
MI,Alpena County,Midwest,7,9.608,33.551,40.066,16.775,5.9,2.772588722239781
MI,Antrim County,Midwest,9,9.312,33.146,30.856,26.686,7.1,2.4849066497880004
MI,Arenac County,Midwest,8,13.653,42.981,31.98,11.386,8.3,2.833213344056216
MI,Baraga County,Midwest,9,16.724,42.308,25.319,15.649,8.2,2.833213344056216
MI,Barry County,Midwest,2,8.31,37.381,35.393,18.916,4.0,2.0794415416798357
MI,Bay County,Midwest,3,10.571,35.826,35.489,18.114,5.4,2.70805020110221
MI,Benzie County,Midwest,9,8.548,33.477,32.347,25.628,6.6,2.3978952727983707
MI,Berrien County,Midwest,3,10.929,29.561,32.748,26.763,5.0,2.833213344056216
MI,Branch County,Midwest,6,11.935,40.501,33.936,13.627,4.8,2.833213344056216
MI,Calhoun County,Midwest,3,9.428,35.749,34.073,20.751,4.8,2.833213344056216
MI,Cass County,Midwest,2,12.194,34.703,35.729,17.375,4.7,2.5649493574615367
MI,Charlevoix County,Midwest,7,7.308,31.871,32.323,28.498,5.5,2.4849066497880004
MI,Cheboygan County,Midwest,7,11.164,38.308,32.269,18.259,9.4,2.8903717578961645
MI,Chippewa County,Midwest,7,10.474,37.793,32.022,19.711,7.7,2.772588722239781
MI,Clare County,Midwest,6,15.919,39.226,33.485,11.37,7.3,3.091042453358316
MI,Clinton County,Midwest,2,6.312,27.967,35.009,30.712,3.7,2.0794415416798357
MI,Crawford County,Midwest,7,12.019,35.874,35.429,16.678,7.6,3.044522437723423
MI,Delta County,Midwest,5,7.412,33.815,38.195,20.578,6.5,2.6390573296152584
MI,Dickinson County,Midwest,7,6.381,39.03,31.187,23.402,5.2,2.5649493574615367
MI,Eaton County,Midwest,2,6.381,29.379,39.013,25.227,4.1,2.3978952727983707
MI,Emmet County,Midwest,7,6.038,25.833,35.247,32.882,6.5,2.4849066497880004
MI,Genesee County,Midwest,2,10.352,32.329,37.417,19.903,5.6,2.995732273553991
MI,Gladwin County,Midwest,6,14.866,40.594,31.148,13.392,7.0,2.8903717578961645
MI,Gogebic County,Midwest,7,7.26,38.879,36.316,17.545,6.1,2.995732273553991
MI,Grand Traverse County,Midwest,5,5.544,26.183,36.602,31.671,4.3,2.302585092994046
MI,Gratiot County,Midwest,6,10.439,41.313,33.995,14.253,5.2,2.9444389791664403
MI,Hillsdale County,Midwest,6,12.94,38.864,31.523,16.674,5.1,2.70805020110221
MI,Houghton County,Midwest,5,7.984,34.414,26.64,30.961,6.1,2.995732273553991
MI,Huron County,Midwest,7,11.308,43.189,30.585,14.918,5.2,2.6390573296152584
MI,Ingham County,Midwest,2,7.663,21.614,32.997,37.725,4.3,2.995732273553991
MI,Ionia County,Midwest,4,10.683,39.056,34.661,15.601,4.2,2.70805020110221
MI,Iosco County,Midwest,7,11.611,39.599,32.535,16.255,7.3,2.8903717578961645
MI,Iron County,Midwest,7,8.324,44.671,28.865,18.14,6.4,2.70805020110221
MI,Isabella County,Midwest,4,8.498,31.224,32.085,28.193,4.7,3.1354942159291497
MI,Jackson County,Midwest,3,10.233,33.601,35.58,20.586,4.8,2.6390573296152584
MI,Kalamazoo County,Midwest,2,6.388,22.947,34.564,36.101,4.1,2.833213344056216
MI,Kalkaska County,Midwest,7,13.408,40.256,32.727,13.61,7.2,2.70805020110221
MI,Kent County,Midwest,2,10.457,24.963,30.922,33.657,3.5,2.4849066497880004
MI,Keweenaw County,Midwest,9,5.614,34.327,35.205,24.854,8.6,2.4849066497880004
MI,Lake County,Midwest,9,17.893,42.558,30.5,9.049,7.5,3.091042453358316
MI,Lapeer County,Midwest,1,9.774,36.86,35.588,17.777,6.4,2.3978952727983707
MI,Leelanau County,Midwest,9,5.16,22.234,31.471,41.135,4.9,2.0794415416798357
MI,Lenawee County,Midwest,4,9.473,36.918,33.676,19.933,4.6,2.5649493574615367
MI,Livingston County,Midwest,1,4.887,25.763,35.347,34.002,4.1,1.791759469228055
MI,Luce County,Midwest,7,11.229,44.081,30.858,13.832,6.7,3.044522437723423
MI,Mackinac County,Midwest,7,10.901,35.311,34.68,19.109,9.9,2.6390573296152584
MI,Macomb County,Midwest,1,10.833,30.442,34.927,23.798,5.2,2.3978952727983707
MI,Manistee County,Midwest,7,9.658,36.917,33.508,19.917,6.6,2.6390573296152584
MI,Marquette County,Midwest,5,5.482,31.749,32.719,30.05,5.7,2.70805020110221
MI,Mason County,Midwest,7,8.471,34.074,36.693,20.762,5.8,2.70805020110221
MI,Mecosta County,Midwest,6,10.69,35.164,32.939,21.207,5.6,3.044522437723423
MI,Menominee County,Midwest,7,8.462,43.149,32.532,15.856,5.2,2.5649493574615367
MI,Midland County,Midwest,3,5.909,29.615,31.591,32.885,4.7,2.302585092994046
MI,Missaukee County,Midwest,9,12.295,41.475,32.821,13.409,6.0,2.70805020110221
MI,Monroe County,Midwest,3,9.564,36.12,35.516,18.8,4.3,2.302585092994046
MI,Montcalm County,Midwest,2,12.435,38.815,36.188,12.562,5.3,2.772588722239781
MI,Montmorency County,Midwest,9,12.887,42.211,33.118,11.784,10.2,2.833213344056216
MI,Muskegon County,Midwest,3,10.794,34.771,36.412,18.022,5.5,2.9444389791664403
MI,Newaygo County,Midwest,6,14.194,40.689,30.778,14.339,4.9,2.833213344056216
MI,Oakland County,Midwest,1,6.541,19.513,28.925,45.021,4.2,2.1972245773362196
MI,Oceana County,Midwest,6,14.335,35.62,32.993,17.052,7.3,2.8903717578961645
MI,Ogemaw County,Midwest,9,14.845,39.546,34.245,11.364,7.8,2.833213344056216
MI,Ontonagon County,Midwest,9,8.312,41.559,32.773,17.356,8.5,2.772588722239781
MI,Osceola County,Midwest,9,12.545,44.888,29.529,13.039,5.7,2.9444389791664403
MI,Oscoda County,Midwest,9,16.891,39.017,33.863,10.228,7.3,2.9444389791664403
MI,Otsego County,Midwest,7,8.471,37.635,33.414,20.48,6.0,2.6390573296152584
MI,Ottawa County,Midwest,2,8.255,29.177,30.966,31.603,3.4,2.1972245773362196
MI,Presque Isle County,Midwest,7,11.509,40.421,31.412,16.658,9.6,2.70805020110221
MI,Roscommon County,Midwest,7,11.649,39.984,34.429,13.937,8.5,2.8903717578961645
MI,Saginaw County,Midwest,3,11.529,33.978,33.767,20.726,5.3,2.8903717578961645
MI,St. Clair County,Midwest,1,10.486,34.951,36.973,17.591,6.1,2.6390573296152584
MI,St. Joseph County,Midwest,4,14.0,38.936,31.741,15.323,4.1,2.70805020110221
MI,Sanilac County,Midwest,6,12.101,43.251,31.536,13.112,6.2,2.772588722239781
MI,Schoolcraft County,Midwest,7,10.804,45.785,27.68,15.731,9.1,2.70805020110221
MI,Shiawassee County,Midwest,4,8.475,36.659,39.1,15.766,5.3,2.4849066497880004
MI,Tuscola County,Midwest,6,10.828,42.257,33.066,13.85,6.3,2.6390573296152584
MI,Van Buren County,Midwest,2,13.514,33.445,32.711,20.33,5.8,2.833213344056216
MI,Washtenaw County,Midwest,2,5.316,15.552,25.897,53.236,3.7,2.70805020110221
MI,Wayne County,Midwest,1,14.882,30.191,32.589,22.338,6.3,3.1354942159291497
MI,Wexford County,Midwest,7,11.374,38.227,33.694,16.706,5.9,2.8903717578961645
MN,Aitkin County,Midwest,8,8.652,39.008,36.341,15.999,7.0,2.5649493574615367
MN,Anoka County,Midwest,1,6.525,28.11,37.14,28.226,3.7,1.9459101490553132
MN,Becker County,Midwest,6,7.576,32.765,35.932,23.727,4.6,2.5649493574615367
MN,Beltrami County,Midwest,7,9.775,27.238,36.189,26.799,5.2,2.8903717578961645
MN,Benton County,Midwest,3,7.743,32.275,37.776,22.207,4.4,2.1972245773362196
MN,Big Stone County,Midwest,9,10.407,42.68,30.332,16.581,4.8,2.4849066497880004
MN,Blue Earth County,Midwest,3,5.782,28.472,34.083,31.663,3.2,2.70805020110221
MN,Brown County,Midwest,6,8.866,37.801,32.441,20.892,4.2,2.0794415416798357
MN,Carlton County,Midwest,2,5.78,36.757,35.476,21.986,5.3,2.302585092994046
MN,Carver County,Midwest,1,4.267,20.477,29.213,46.043,3.3,1.3862943611198906
MN,Cass County,Midwest,9,8.654,34.158,36.318,20.87,6.8,2.772588722239781
MN,Chippewa County,Midwest,7,9.946,36.1,37.473,16.481,4.5,2.1972245773362196
MN,Chisago County,Midwest,1,6.246,34.067,37.656,22.031,4.3,1.9459101490553132
MN,Clay County,Midwest,3,5.586,26.474,34.93,33.01,3.4,2.4849066497880004
MN,Clearwater County,Midwest,8,13.533,37.989,33.841,14.637,9.6,2.833213344056216
MN,Cook County,Midwest,9,4.373,24.31,31.737,39.58,4.5,2.302585092994046
MN,Cottonwood County,Midwest,7,10.124,34.657,35.3,19.919,7.2,2.4849066497880004
MN,Crow Wing County,Midwest,4,6.519,30.434,38.856,24.19,5.1,2.3978952727983707
MN,Dakota County,Midwest,1,5.344,21.013,32.92,40.724,3.4,1.791759469228055
MN,Dodge County,Midwest,3,5.739,34.246,36.179,23.836,3.7,2.0794415416798357
MN,Douglas County,Midwest,6,5.162,29.822,39.96,25.056,3.5,2.1972245773362196
MN,Faribault County,Midwest,6,9.82,40.5,32.729,16.951,4.4,2.4849066497880004
MN,Fillmore County,Midwest,3,9.222,34.281,36.098,20.399,4.0,2.4849066497880004
MN,Freeborn County,Midwest,7,11.054,36.111,36.079,16.755,3.8,2.3978952727983707
MN,Goodhue County,Midwest,4,6.738,33.13,35.785,24.347,3.7,2.0794415416798357
MN,Grant County,Midwest,9,7.202,33.514,39.703,19.581,4.7,2.4849066497880004
MN,Hennepin County,Midwest,1,7.174,17.504,27.741,47.581,3.3,2.3978952727983707
MN,Houston County,Midwest,3,6.398,33.844,37.196,22.562,3.9,2.1972245773362196
MN,Hubbard County,Midwest,7,7.967,31.943,34.697,25.393,6.5,2.5649493574615367
MN,Isanti County,Midwest,1,8.835,36.781,36.693,17.69,4.7,2.0794415416798357
MN,Itasca County,Midwest,6,6.703,30.98,40.061,22.256,8.5,2.5649493574615367
MN,Jackson County,Midwest,7,7.793,33.049,38.002,21.156,4.5,2.1972245773362196
MN,Kanabec County,Midwest,6,11.47,40.729,34.047,13.754,6.5,2.5649493574615367
MN,Kandiyohi County,Midwest,4,11.767,26.501,39.216,22.516,3.8,2.4849066497880004
MN,Kittson County,Midwest,9,8.173,36.194,34.964,20.669,4.6,2.3978952727983707
MN,Koochiching County,Midwest,6,8.964,37.085,35.561,18.39,8.5,2.6390573296152584
MN,Lac qui Parle County,Midwest,9,7.106,38.847,35.709,18.338,4.3,2.302585092994046
MN,Lake County,Midwest,6,4.622,33.497,34.64,27.24,6.4,2.1972245773362196
MN,Lake of the Woods County,Midwest,9,10.309,41.993,30.722,16.976,4.8,2.3978952727983707
MN,Le Sueur County,Midwest,1,9.236,35.971,33.427,21.366,4.9,2.0794415416798357
MN,Lincoln County,Midwest,9,8.345,40.49,32.29,18.874,3.7,2.5649493574615367
MN,Lyon County,Midwest,7,7.606,33.457,32.162,26.775,3.5,2.5649493574615367
MN,McLeod County,Midwest,6,8.892,36.523,37.272,17.314,4.4,1.9459101490553132
MN,Mahnomen County,Midwest,8,12.939,35.961,38.489,12.612,5.8,2.8903717578961645
MN,Marshall County,Midwest,8,10.967,36.653,32.383,19.997,7.3,2.302585092994046
MN,Martin County,Midwest,7,9.891,38.763,32.875,18.471,4.1,2.4849066497880004
MN,Meeker County,Midwest,6,8.049,37.255,35.799,18.897,4.5,1.9459101490553132
MN,Mille Lacs County,Midwest,1,10.125,37.893,36.364,15.618,6.0,2.4849066497880004
MN,Morrison County,Midwest,6,10.644,37.894,35.31,16.152,5.6,2.4849066497880004
MN,Mower County,Midwest,4,13.045,31.641,35.31,20.005,3.2,2.5649493574615367
MN,Murray County,Midwest,9,9.971,37.492,34.725,17.813,4.7,2.1972245773362196
MN,Nicollet County,Midwest,3,6.438,27.064,34.237,32.26,2.8,2.0794415416798357
MN,Nobles County,Midwest,7,22.732,33.245,30.516,13.507,3.8,2.4849066497880004
MN,Norman County,Midwest,8,9.738,40.929,33.663,15.671,4.8,2.4849066497880004
MN,Olmsted County,Midwest,3,5.721,20.507,31.779,41.993,3.0,2.1972245773362196
MN,Otter Tail County,Midwest,6,8.274,30.662,37.007,24.057,4.3,2.3978952727983707
MN,Pennington County,Midwest,6,8.483,36.037,38.091,17.389,5.7,2.302585092994046
MN,Pine County,Midwest,6,10.946,41.281,33.992,13.781,5.8,2.4849066497880004
MN,Pipestone County,Midwest,6,13.797,34.801,31.491,19.911,3.8,2.3978952727983707
MN,Polk County,Midwest,3,8.928,30.95,36.251,23.871,4.3,2.70805020110221
MN,Pope County,Midwest,8,6.505,33.707,37.318,22.471,3.5,2.1972245773362196
MN,Ramsey County,Midwest,1,9.708,21.855,27.435,41.002,3.6,2.6390573296152584
MN,Red Lake County,Midwest,8,7.921,40.932,36.129,15.018,7.3,2.302585092994046
MN,Redwood County,Midwest,7,11.457,37.648,33.051,17.844,4.1,2.1972245773362196
MN,Renville County,Midwest,8,11.549,35.927,37.768,14.756,5.3,2.302585092994046
