state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,unemployment,poverty_log,less_than_high_school_log,high_school_diploma_log,college/associate_degree_log,unemployment_log,RUCC_reduced,region_reduced
IL,Montgomery County,Midwest,6,13.97,40.398,31.761999999999997,7.0,2.772588722239781,2.6369121732688705,3.6987802787911988,3.4582706066884548,1.9459101490553132,4-9,Northeast_Midwest
IL,Morgan County,Midwest,4,9.181000000000001,41.916000000000004,28.265,4.9,2.772588722239781,2.217136131161563,3.7356676156126953,3.341624290127254,1.589235205116581,4-9,Northeast_Midwest
IL,Moultrie County,Midwest,6,15.895,34.903,32.145,4.5,2.302585092994046,2.766004594362766,3.552572785399429,3.47025691759365,1.5040773967762742,4-9,Northeast_Midwest
IL,Ogle County,Midwest,4,11.744000000000002,33.783,34.635,5.8,2.302585092994046,2.46334247187216,3.519957717382998,3.5448647314745685,1.7578579175523736,4-9,Northeast_Midwest
IL,Peoria County,Midwest,2,9.743,27.622,32.838,6.8,2.7080502011022096,2.276549078443204,3.318612556655737,3.491586381389836,1.916922612182061,2-3,Northeast_Midwest
IL,Perry County,Midwest,6,15.092,38.281,33.246,7.0,2.772588722239781,2.714164802102064,3.6449536895455315,3.5039344591132675,1.9459101490553132,4-9,Northeast_Midwest
IL,Piatt County,Midwest,3,4.76,34.589,30.788,4.9,1.9459101490553128,1.5602476682433286,3.5435357124415514,3.427125003672071,1.589235205116581,2-3,Northeast_Midwest
IL,Pike County,Midwest,7,12.147,41.446000000000005,31.06,5.1,2.772588722239781,2.4970822257181338,3.724391375115296,3.435920817720541,1.62924053973028,4-9,Northeast_Midwest
IL,Pope County,Midwest,8,12.761,32.301,41.196000000000005,6.8,2.8903717578961645,2.546393644751839,3.4750981895016895,3.7183411642635553,1.916922612182061,4-9,Northeast_Midwest
IL,Pulaski County,Midwest,8,17.275,34.724000000000004,36.969,8.4,3.0445224377234235,2.8492603696537335,3.5474310905295616,3.610079723624096,2.128231705849268,4-9,Northeast_Midwest
IL,Putnam County,Midwest,8,8.405,39.613,37.584,5.5,2.079441541679836,2.1288267668605787,3.6791573472157,3.626578427916557,1.7047480922384253,4-9,Northeast_Midwest
IL,Randolph County,Midwest,6,15.526,41.015,30.464000000000002,5.0,2.6390573296152584,2.7425160379834885,3.713937853454713,3.416545658608955,1.6094379124341003,4-9,Northeast_Midwest
IL,Richland County,Midwest,7,12.724,33.336,33.354,5.9,2.6390573296152584,2.543489973886898,3.506637894120152,3.5071777051993873,1.7749523509116738,4-9,Northeast_Midwest
IL,Rock Island County,Midwest,2,11.372,31.154,35.433,6.2,2.772588722239781,2.4311541937887533,3.438942647904414,3.5676435892978198,1.824549292051046,2-3,Northeast_Midwest
IL,St. Clair County,Midwest,1,9.457,28.44,35.958,6.0,2.7080502011022096,2.2467552080333753,3.34779660493504,3.582351590704103,1.791759469228055,1,Northeast_Midwest
IL,Saline County,Midwest,6,13.927999999999999,31.427,38.664,8.5,2.9957322735539913,2.633901202465888,3.4476673960470063,3.654908934542783,2.1400661634962708,4-9,Northeast_Midwest
IL,Sangamon County,Midwest,3,7.767,27.838,30.076,4.8,2.6390573296152584,2.0498839894375105,3.326401993805209,3.4037275115157803,1.5686159179138452,2-3,Northeast_Midwest
IL,Schuyler County,Midwest,7,11.220999999999998,36.764,33.123000000000005,5.6,2.4849066497880004,2.417787022682729,3.604519105495863,3.5002279051251097,1.7227665977411035,4-9,Northeast_Midwest
IL,Scott County,Midwest,9,7.697,50.192,30.016,5.6,2.4849066497880004,2.0408306425521805,3.9158556514483225,3.4017305728238143,1.7227665977411035,4-9,Northeast_Midwest
IL,Shelby County,Midwest,6,7.734,46.978,30.096,5.7,2.4849066497880004,2.045626193185105,3.8496794070176437,3.4043922725586744,1.7404661748405046,4-9,Northeast_Midwest
IL,Stark County,Midwest,2,12.297,37.344,33.635999999999996,7.2,2.4849066497880004,2.5093553301903104,3.6201722561041456,3.5155969219706513,1.9740810260220096,2-3,Northeast_Midwest
IL,Stephenson County,Midwest,4,9.28,35.176,37.681,5.8,2.7080502011022096,2.2278615467981093,3.560364031878509,3.6291559886341336,1.7578579175523736,4-9,Northeast_Midwest
IL,Tazewell County,Midwest,2,7.1979999999999995,32.879,34.912,6.4,2.19722457733622,1.973803209656839,3.4928341561001712,3.5528306096506603,1.8562979903656263,2-3,Northeast_Midwest
IL,Union County,Midwest,6,14.364,32.561,31.779,7.3,2.8332133440562166,2.6647250763638364,3.483115253193432,3.4588056942824688,1.9878743481543455,4-9,Northeast_Midwest
IL,Vermilion County,Midwest,3,12.772,40.645,32.623000000000005,7.1,2.9957322735539913,2.5472552748525357,3.704875827198536,3.4850175610817793,1.9600947840472698,2-3,Northeast_Midwest
IL,Wabash County,Midwest,7,10.605,32.35,39.868,6.2,2.6390573296152584,2.361325588016646,3.4766140209469096,3.6855739971052097,1.824549292051046,4-9,Northeast_Midwest
IL,Warren County,Midwest,6,12.807,34.51,30.746,5.2,2.6390573296152584,2.5499918964439345,3.541249137109912,3.4257599044904077,1.6486586255873816,4-9,Northeast_Midwest
