state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,unemployment,poverty_log,less_than_high_school_log,high_school_diploma_log,college/associate_degree_log,unemployment_log,RUCC_reduced,region_reduced
MS,Walthall County,South,9,22.705,43.253,24.303,7.7,3.1780538303479458,3.1225851645499145,3.767066595134156,3.190599799516464,2.0412203288596382,4-9,South
MS,Warren County,South,4,13.347999999999999,32.117,30.906,6.3,3.1780538303479458,2.5913665608891274,3.4693854849655983,3.430950339811503,1.840549633397487,4-9,South
MS,Washington County,South,5,23.09,30.274,28.115,9.0,3.5263605246161616,3.139399623366404,3.4102892583403737,3.336303241744165,2.1972245773362196,4-9,South
MS,Wayne County,South,7,24.436999999999998,37.623000000000005,26.385,7.3,3.218875824868201,3.1960983771782123,3.6276155655100224,3.2727956668576312,1.9878743481543455,4-9,South
MS,Webster County,South,9,14.797,35.510999999999996,31.18,6.3,3.0445224377234235,2.6944244575203973,3.569842507639866,3.4397768636296306,1.840549633397487,4-9,South
MS,Wilkinson County,South,8,30.6,39.191,17.166,10.2,3.555348061489413,3.4210000089583352,3.6684471285994418,2.842930683296028,2.322387720290225,4-9,South
MS,Winston County,South,7,21.969,33.361999999999995,27.41,7.1,3.1354942159291497,3.0896323687470426,3.5074175277318633,3.3109079103146946,1.9600947840472698,4-9,South
MS,Yalobusha County,South,7,21.639,36.969,27.78,6.3,3.1354942159291497,3.0744972421896453,3.610079723624096,3.3243163373261977,1.840549633397487,4-9,South
MS,Yazoo County,South,2,23.375,38.463,25.308000000000003,7.4,3.555348061489413,3.1516670751747506,3.6496967402386735,3.231120551284638,2.0014800002101243,2-3,South
MO,Adair County,Midwest,7,10.146,34.909,24.455,5.7,3.1780538303479458,2.3170795391444985,3.552744675619299,3.1968346939913204,1.7404661748405046,4-9,Northeast_Midwest
MO,Andrew County,Midwest,3,9.396,38.400999999999996,28.221999999999998,3.7,2.302585092994046,2.2402840667966664,3.6480835009212695,3.340101815635569,1.308332819650179,2-3,Northeast_Midwest
MO,Atchison County,Midwest,9,9.962,41.191,26.515,4.6,2.5649493574615367,2.2987778546510915,3.718219785890605,3.2777106105890934,1.5260563034950492,4-9,Northeast_Midwest
MO,Audrain County,Midwest,6,15.494000000000002,46.407,25.505,4.3,2.8332133440562166,2.7404528522097107,3.8374503099226374,3.23887451137489,1.4586150226995167,4-9,Northeast_Midwest
MO,Barry County,Midwest,6,17.956,42.207,27.025,4.5,3.0445224377234235,2.887924320919686,3.742586084063186,3.296762363525272,1.5040773967762742,4-9,Northeast_Midwest
MO,Barton County,Midwest,6,13.564,42.225,29.029,5.2,2.772588722239781,2.607419224263392,3.743012462693864,3.3682953303195577,1.6486586255873816,4-9,Northeast_Midwest
MO,Bates County,Midwest,1,14.677999999999999,44.431999999999995,27.113000000000003,5.4,2.6390573296152584,2.686349774122871,3.793959930564444,3.30001331766114,1.6863989535702288,1,Northeast_Midwest
MO,Benton County,Midwest,7,14.809000000000001,44.426,30.171,6.1,2.8903717578961645,2.6952351040553664,3.793824883635431,3.406881198130453,1.8082887711792655,4-9,Northeast_Midwest
MO,Bollinger County,Midwest,3,21.212,46.032,23.307,5.2,2.8332133440562166,3.0545670592748837,3.829336806809192,3.1487537446363936,1.6486586255873816,2-3,Northeast_Midwest
MO,Boone County,Midwest,3,6.334,20.412,26.504,3.3,2.8332133440562166,1.845931948116448,3.016122963201725,3.277295664997595,1.1939224684724346,2-3,Northeast_Midwest
MO,Buchanan County,Midwest,3,12.829,36.43,30.26,4.1,2.8903717578961645,2.5517082332672034,3.5953926110204724,3.40982670836021,1.410986973710262,2-3,Northeast_Midwest
MO,Butler County,Midwest,5,16.812,36.716,30.869,5.7,3.0910424533583165,2.82209291714287,3.6032126273568448,3.429752444079429,1.7404661748405046,4-9,Northeast_Midwest
MO,Caldwell County,Midwest,1,10.027000000000001,43.95,28.17,4.7,2.5649493574615367,2.3052814545417886,3.783052624131186,3.338257581888281,1.547562508716013,1,Northeast_Midwest
MO,Callaway County,Midwest,3,14.332,37.385999999999996,27.820999999999998,4.1,2.4849066497880004,2.6624947994427073,3.6212963027901397,3.325791131212326,1.410986973710262,2-3,Northeast_Midwest
MO,Camden County,Midwest,7,11.782,36.25,30.648000000000003,5.8,2.8332133440562166,2.4665729430994956,3.590439381300684,3.422567407398348,1.7578579175523736,4-9,Northeast_Midwest
MO,Cape Girardeau County,Midwest,3,9.842,31.839000000000002,28.463,4.3,2.7080502011022096,2.2866589424437866,3.460691953447795,3.348604998209649,1.4586150226995167,2-3,Northeast_Midwest
MO,Carroll County,Midwest,6,14.085,45.567,23.031,5.4,2.8332133440562166,2.645110401328336,3.8191837703239915,3.136841134513871,1.6863989535702288,4-9,Northeast_Midwest
MO,Carter County,Midwest,9,20.132,33.106,34.613,7.1,3.0445224377234235,3.0023105889141135,3.499714534837974,3.5442293340409914,1.9600947840472698,4-9,Northeast_Midwest
MO,Cass County,Midwest,1,7.525,34.532,32.66,4.2,2.19722457733622,2.0182308106349396,3.541886430373276,3.4861510875423187,1.4350845252893227,1,Northeast_Midwest
MO,Cedar County,Midwest,6,15.565,40.696999999999996,28.886,5.0,2.9957322735539913,2.7450248038935716,3.706154379658118,3.363357048678975,1.6094379124341003,4-9,Northeast_Midwest
MO,Chariton County,Midwest,9,12.328,49.331,22.573,4.4,2.5649493574615367,2.5118730980178148,3.898552686680156,3.1167545018014406,1.4816045409242156,4-9,Northeast_Midwest
MO,Christian County,Midwest,2,8.866,31.168000000000003,33.495,3.9,2.3978952727983707,2.182223736322862,3.439391927460125,3.5113961739602306,1.3609765531356006,2-3,Northeast_Midwest
MO,Clark County,Midwest,9,13.524000000000001,43.373999999999995,30.79,7.4,2.772588722239781,2.6044658848456397,3.769860183246215,3.427189961936409,2.0014800002101243,4-9,Northeast_Midwest
MO,Clay County,Midwest,1,7.335,28.989,31.8,3.9,2.079441541679836,1.9926574115949451,3.366916447685281,3.459466289786131,1.3609765531356006,1,Northeast_Midwest
MO,Clinton County,Midwest,1,7.504,38.381,35.522,4.2,2.302585092994046,2.0154362117039235,3.647562545477225,3.570152222845135,1.4350845252893227,1,Northeast_Midwest
MO,Cole County,Midwest,3,8.689,31.421999999999997,28.149,3.6,2.3978952727983707,2.162057857857069,3.4475082845254055,3.3375118299760222,1.2809338454620642,2-3,Northeast_Midwest
MO,Cooper County,Midwest,6,11.014000000000001,40.133,28.362,4.9,2.7080502011022096,2.39916719084029,3.6921989385242786,3.345050221039154,1.589235205116581,4-9,Northeast_Midwest
MO,Crawford County,Midwest,6,21.721,39.922,25.846,5.3,2.9444389791664403,3.0782795345215566,3.686927550388691,3.2521558501029997,1.667706820558076,4-9,Northeast_Midwest
MO,Dade County,Midwest,8,13.519,43.433,28.119,4.5,2.8903717578961645,2.6040961033822683,3.7712195208361563,3.3364455044324584,1.5040773967762742,4-9,Northeast_Midwest
MO,Dallas County,Midwest,2,18.56,42.049,26.234,5.5,2.9444389791664403,2.9210087273580543,3.7388356049233376,3.267056279392954,1.7047480922384253,2-3,Northeast_Midwest
MO,Daviess County,Midwest,8,15.905,42.102,25.17,3.9,2.8332133440562166,2.7666335252011076,3.7400952454982064,3.2256528091472245,1.3609765531356006,4-9,Northeast_Midwest
MO,DeKalb County,Midwest,3,14.055,47.578,24.785999999999998,4.3,2.772588722239781,2.6429782043584953,3.8623704695230745,3.2102789776426826,1.4586150226995167,2-3,Northeast_Midwest
MO,Dent County,Midwest,7,21.055999999999997,39.481,26.892,5.4,2.9957322735539913,3.0471855551429066,3.6758195435251486,3.29182884460679,1.6863989535702288,4-9,Northeast_Midwest
MO,Douglas County,Midwest,6,19.910999999999998,43.61,27.052,6.1,2.9957322735539913,2.9912723428318975,3.775286481854675,3.2977609397126937,1.8082887711792655,4-9,Northeast_Midwest
MO,Dunklin County,Midwest,7,26.085,37.766,24.701999999999998,8.2,3.2958368660043287,3.261360436474356,3.631409226959386,3.2068842120158227,2.1041341542702074,4-9,Northeast_Midwest
MO,Franklin County,Midwest,1,12.843,33.663000000000004,33.769,4.4,2.3978952727983707,2.552798915830919,3.516399311350839,3.5195432218773006,1.4816045409242156,1,Northeast_Midwest
MO,Gasconade County,Midwest,6,13.958,42.298,27.344,4.3,2.4849066497880004,2.63605282059496,3.744739803610558,3.308497126373235,1.4586150226995167,4-9,Northeast_Midwest
MO,Gentry County,Midwest,8,10.719000000000001,43.508,26.34,3.7,2.7080502011022096,2.3720178677093826,3.7729448292316037,3.271088696315135,1.308332819650179,4-9,Northeast_Midwest
MO,Greene County,Midwest,2,8.818999999999999,28.41,32.889,3.8,2.8332133440562166,2.176908484906044,3.3467411958660964,3.493138255360513,1.33500106673234,2-3,Northeast_Midwest
MO,Grundy County,Midwest,7,12.911,39.650999999999996,28.763,4.6,2.8332133440562166,2.5580796611925813,3.6801161684437793,3.359089838956586,1.5260563034950492,4-9,Northeast_Midwest
MO,Harrison County,Midwest,7,14.724,48.254,23.107,4.2,2.8903717578961645,2.689478815516775,3.876478725903255,3.140135601926369,1.4350845252893227,4-9,Northeast_Midwest
MO,Henry County,Midwest,6,13.0,42.18899999999999,29.343000000000004,5.0,3.0445224377234235,2.5649493574615367,3.74215952355622,3.3790540169764656,1.6094379124341003,4-9,Northeast_Midwest
MO,Hickory County,Midwest,8,18.233,42.556000000000004,29.398000000000003,5.6,2.9444389791664403,2.9032331390570674,3.7508208556541196,3.380926644819796,1.7227665977411035,4-9,Northeast_Midwest
MO,Holt County,Midwest,8,9.626,43.857,26.428,3.2,2.6390573296152584,2.2644677708809176,3.7809343411975886,3.2744240541676395,1.1631508098056809,4-9,Northeast_Midwest
MO,Howard County,Midwest,6,11.727,38.044000000000004,24.916,4.4,2.772588722239781,2.4618938754789275,3.638743384620139,3.215510167391899,1.4816045409242156,4-9,Northeast_Midwest
MO,Howell County,Midwest,7,15.264000000000001,39.3,31.061,6.3,3.0445224377234235,2.725497114705931,3.6712245188752153,3.43595301295243,1.840549633397487,4-9,Northeast_Midwest
MO,Iron County,Midwest,7,19.176,40.749,28.695,7.2,3.0910424533583165,2.953659497132083,3.7074312995084635,3.356722891560326,1.9740810260220096,4-9,Northeast_Midwest
MO,Jackson County,Midwest,1,10.174,29.355999999999998,31.044,5.1,2.772588722239781,2.3198354464005733,3.3794969546828164,3.4354055529918925,1.62924053973028,1,Northeast_Midwest
MO,Jasper County,Midwest,3,12.968,35.769,29.206999999999997,4.2,2.8903717578961645,2.562484784433375,3.5770815964921048,3.3744084065719404,1.4350845252893227,2-3,Northeast_Midwest
MO,Jefferson County,Midwest,1,12.543,33.051,35.974000000000004,4.3,2.302585092994046,2.5291627410425375,3.498051823026038,3.582796455305779,1.4586150226995167,1,Northeast_Midwest
MO,Johnson County,Midwest,4,8.597000000000001,31.585,32.027,4.9,2.6390573296152584,2.1514133051923072,3.452682324350664,3.4665792970427947,1.589235205116581,4-9,Northeast_Midwest
MO,Knox County,Midwest,9,13.817,43.736000000000004,26.934,3.6,2.9444389791664403,2.6258997180745327,3.778171561592698,3.29338942902785,1.2809338454620642,4-9,Northeast_Midwest
MO,Laclede County,Midwest,6,18.221,38.867,29.24,5.5,2.772588722239781,2.9025747750677415,3.660145561540837,3.3755376348815775,1.7047480922384253,4-9,Northeast_Midwest
MO,Lafayette County,Midwest,1,11.082,42.724,27.871,4.3,2.5649493574615367,2.405322170445158,3.754760823227449,3.327586721725647,1.4586150226995167,1,Northeast_Midwest
MO,Lawrence County,Midwest,6,15.922,38.707,29.163,4.4,2.7080502011022096,2.7677018006663863,3.6560204622321546,3.372900782507042,1.4816045409242156,4-9,Northeast_Midwest
MO,Lewis County,Midwest,9,12.152000000000001,47.049,26.861,4.5,2.8332133440562166,2.4974937652934717,3.851189611820397,3.2906754204839754,1.5040773967762742,4-9,Northeast_Midwest
MO,Lincoln County,Midwest,1,12.773,42.427,29.586,4.5,2.3978952727983707,2.54733356806064,3.7477849520244613,3.387301276470044,1.5040773967762742,1,Northeast_Midwest
MO,Linn County,Midwest,7,11.845,48.776,24.802,6.7,2.772588722239781,2.471905837610749,3.887238388605515,3.2109242950805807,1.9021075263969205,4-9,Northeast_Midwest
MO,Livingston County,Midwest,6,13.967,41.331,24.93,3.9,2.8903717578961645,2.6366974043236344,3.7216128237305717,3.2160718975354663,1.3609765531356006,4-9,Northeast_Midwest
MO,McDonald County,Midwest,2,21.785,35.483000000000004,29.433000000000003,4.3,3.0445224377234235,3.0812216595694055,3.5690537085455256,3.3821164938493635,1.4586150226995167,2-3,Northeast_Midwest
MO,Macon County,Midwest,7,12.554,44.41,27.215999999999998,4.8,2.772588722239781,2.53003933989534,3.7934646693040106,3.303805035653506,1.5686159179138452,4-9,Northeast_Midwest
MO,Madison County,Midwest,6,20.009,36.602,31.122,5.5,2.8903717578961645,2.996182172334356,3.6001028837230904,3.437914964597318,1.7047480922384253,4-9,Northeast_Midwest
MO,Maries County,Midwest,8,17.402,41.919,26.715999999999998,5.0,2.7080502011022096,2.8565851421438326,3.7357391847664205,3.2852626368633895,1.6094379124341003,4-9,Northeast_Midwest
MO,Marion County,Midwest,5,12.922,38.368,28.238000000000003,4.3,2.7080502011022096,2.558931285135974,3.647223778845104,3.3406685885873335,1.4586150226995167,4-9,Northeast_Midwest
MO,Mercer County,Midwest,9,11.173,47.674,24.294,4.6,2.6390573296152584,2.413500153565201,3.864386175912538,3.190229406278079,1.5260563034950492,4-9,Northeast_Midwest
MO,Miller County,Midwest,6,15.148,42.979,26.206999999999997,5.2,2.772588722239781,2.7178685100395485,3.7607116243080476,3.2660265506545327,1.6486586255873816,4-9,Northeast_Midwest
MO,Mississippi County,Midwest,6,27.166999999999998,39.118,22.301,6.7,3.332204510175204,3.3020030014420825,3.666582719115326,3.104631520509981,1.9021075263969205,4-9,Northeast_Midwest
MO,Moniteau County,Midwest,3,16.449,43.651,21.618000000000002,4.3,2.4849066497880004,2.800264685090021,3.7762261915306383,3.0735263009940113,1.4586150226995167,2-3,Northeast_Midwest
MO,Monroe County,Midwest,9,10.297,48.022,27.656,4.8,2.7080502011022096,2.3318525906746137,3.871659239238585,3.3198427026193236,1.5686159179138452,4-9,Northeast_Midwest
MO,Montgomery County,Midwest,6,16.209,42.89,27.392,4.6,2.772588722239781,2.7855666435300384,3.758638698528789,3.3102509999593317,1.5260563034950492,4-9,Northeast_Midwest
MO,Morgan County,Midwest,8,22.198,40.904,25.156,5.9,2.9957322735539913,3.1000021947297878,3.7112278577776983,3.2250964366812567,1.7749523509116738,4-9,Northeast_Midwest
MO,New Madrid County,Midwest,7,24.08,41.206,23.61,9.3,3.218875824868201,3.1813816204406202,3.7185838768202673,3.1616703510974213,2.2300144001592104,4-9,Northeast_Midwest
MO,Newton County,Midwest,3,14.362,34.315,32.885999999999996,4.4,2.6390573296152584,2.664585829688126,3.535582576360598,3.4930470352920344,1.4816045409242156,2-3,Northeast_Midwest
MO,Nodaway County,Midwest,6,7.425,41.246,26.357,4.7,2.8332133440562166,2.004852684688763,3.7195541383818553,3.2717338943563794,1.547562508716013,4-9,Northeast_Midwest
MO,Oregon County,Midwest,9,16.44,41.832,29.168000000000003,6.0,3.218875824868201,2.799717389628034,3.7336615968858293,3.3730722179363073,1.791759469228055,4-9,Northeast_Midwest
MO,Osage County,Midwest,3,9.66,45.003,26.256,3.4,2.19722457733622,2.2679936482244267,3.806729154214863,3.267894534347735,1.2237754316221157,2-3,Northeast_Midwest
MO,Ozark County,Midwest,9,16.209,46.506,25.813000000000002,7.3,3.218875824868201,2.7855666435300384,3.8395813365274294,3.250878240993695,1.9878743481543455,4-9,Northeast_Midwest
MO,Pemiscot County,Midwest,7,25.195,38.025999999999996,25.116,8.9,3.4339872044851463,3.2266455621325614,3.638270136287394,3.223505093251863,2.186051276738094,4-9,Northeast_Midwest
MO,Perry County,Midwest,6,12.504000000000001,46.125,25.261999999999997,3.6,2.302585092994046,2.5260485931191754,3.8313551023606913,3.2293012903517835,1.2809338454620642,4-9,Northeast_Midwest
MO,Pettis County,Midwest,4,16.9,32.416,33.453,4.9,2.7080502011022096,2.8273136219290276,3.478652128066273,3.5101414686513346,1.589235205116581,4-9,Northeast_Midwest
MO,Phelps County,Midwest,5,13.049000000000001,33.153,25.947,4.8,2.9957322735539913,2.56871150248011,3.5011332102747548,3.2560559959924844,1.5686159179138452,4-9,Northeast_Midwest
MO,Pike County,Midwest,6,19.644000000000002,44.838,22.206999999999997,4.5,2.8903717578961645,2.9777719481769984,3.803055994176208,3.1004075544921226,1.5040773967762742,4-9,Northeast_Midwest
MO,Platte County,Midwest,1,4.698,22.173000000000002,32.400999999999996,3.6,1.791759469228055,1.5471368862367212,3.0988753324708593,3.478189286519525,1.2809338454620642,1,Northeast_Midwest
MO,Polk County,Midwest,2,13.456,37.278,29.653000000000002,4.9,2.8332133440562166,2.599425103230592,3.618403340309612,3.389563300763788,1.589235205116581,2-3,Northeast_Midwest
MO,Pulaski County,Midwest,5,10.139,31.008000000000003,34.976,5.4,2.6390573296152584,2.3163893739704426,3.4342452357083557,3.554662111994128,1.6863989535702288,4-9,Northeast_Midwest
MO,Putnam County,Midwest,9,11.538,40.152,29.866,4.6,2.8903717578961645,2.4456459358346976,3.6926722523526325,3.3967207096350767,1.5260563034950492,4-9,Northeast_Midwest
MO,Ralls County,Midwest,9,12.059000000000001,49.422,25.811999999999998,4.0,2.3978952727983707,2.489811269121456,3.9003956691871666,3.2508395000735932,1.3862943611198906,4-9,Northeast_Midwest
MO,Randolph County,Midwest,6,13.555,37.054,34.997,5.3,2.772588722239781,2.606755482950629,3.612376308127821,3.55526234353002,1.667706820558076,4-9,Northeast_Midwest
MO,Ray County,Midwest,1,11.962,46.248999999999995,27.919,4.9,2.3978952727983707,2.4817349586223654,3.8340398421030617,3.32930746063383,1.589235205116581,1,Northeast_Midwest
MO,Reynolds County,Midwest,9,23.962,42.129,24.784000000000002,6.5,3.0910424533583165,3.176469242217707,3.740736339654153,3.210198283674513,1.8718021769015913,4-9,Northeast_Midwest
MO,Ripley County,Midwest,9,21.772,40.083,26.839000000000002,7.1,3.332204510175204,3.0806247405719533,3.6909523042748664,3.289856053585248,1.9600947840472698,4-9,Northeast_Midwest
MO,St. Charles County,Midwest,1,5.704,25.553,32.597,3.5,1.6094379124341005,1.7411676831119947,3.2407547265866428,3.484220259598267,1.252762968495368,1,Northeast_Midwest
MO,St. Clair County,Midwest,8,18.862000000000002,43.641000000000005,26.048000000000002,6.3,3.0445224377234235,2.937149316121693,3.7759970754594345,3.2599409898201297,1.840549633397487,4-9,Northeast_Midwest
MO,Ste. Genevieve County,Midwest,6,12.536,42.882,30.636,4.7,2.4849066497880004,2.52860450505372,3.758452157465897,3.422175788047347,1.547562508716013,4-9,Northeast_Midwest
MO,St. Francois County,Midwest,4,17.826,36.059,32.352,5.5,2.772588722239781,2.8806580657085257,3.585156485832131,3.476675842838061,1.7047480922384253,4-9,Northeast_Midwest
MO,St. Louis County,Midwest,1,7.05,21.541,29.026999999999997,4.2,2.19722457733622,1.9530276168241774,3.0699580959059625,3.3682264313254557,1.4350845252893227,1,Northeast_Midwest
MO,Saline County,Midwest,6,15.41,39.023,26.72,4.7,2.772588722239781,2.7350166493320245,3.6641512158889795,3.285412348668445,1.547562508716013,4-9,Northeast_Midwest
MO,Schuyler County,Midwest,9,13.34,41.71,32.403,6.4,2.9957322735539913,2.590767040487478,3.730740908208854,3.478251011104447,1.8562979903656263,4-9,Northeast_Midwest
MO,Scotland County,Midwest,9,17.206,42.038000000000004,26.754,4.1,2.772588722239781,2.8452581601991564,3.738573971137788,3.286683994873395,1.410986973710262,4-9,Northeast_Midwest
MO,Scott County,Midwest,4,16.959,42.185,26.959,5.7,2.8903717578961645,2.830798666361263,3.74206470761759,3.294317193368051,1.7404661748405046,4-9,Northeast_Midwest
MO,Shannon County,Midwest,9,18.297,41.31100000000001,25.355999999999998,7.4,3.258096538021482,2.906737111982429,3.7211288083294334,3.23301538842192,2.0014800002101243,4-9,Northeast_Midwest
MO,Shelby County,Midwest,9,9.361,47.041000000000004,29.616,4.2,2.8332133440562166,2.236552122389608,3.851019561867814,3.3883147558311415,1.4350845252893227,4-9,Northeast_Midwest
MO,Stoddard County,Midwest,6,19.558,39.453,27.416999999999998,6.4,2.9444389791664403,2.9733844098900835,3.6751100900279376,3.311163258958174,1.8562979903656263,4-9,Northeast_Midwest
MO,Stone County,Midwest,6,13.290999999999999,38.857,30.993000000000002,7.0,2.5649493574615367,2.587087114439196,3.6598882407633377,3.433761372535418,1.9459101490553132,4-9,Northeast_Midwest
MO,Sullivan County,Midwest,9,16.179000000000002,48.47,23.761999999999997,5.8,2.8332133440562166,2.7837141050231997,3.8809450498572846,3.1680876660360955,1.7578579175523736,4-9,Northeast_Midwest
MO,Taney County,Midwest,4,11.755999999999998,34.599000000000004,35.198,7.4,2.8332133440562166,2.464363748556671,3.5438247799119114,3.560989262808019,2.0014800002101243,4-9,Northeast_Midwest
MO,Texas County,Midwest,9,17.905,43.401,25.203000000000003,6.3,3.4011973816621555,2.8850800034503963,3.770482482315563,3.22696303505082,1.840549633397487,4-9,Northeast_Midwest
MO,Vernon County,Midwest,7,12.620999999999999,41.038999999999994,30.105999999999998,4.9,2.8903717578961645,2.5353620932764933,3.714522834093912,3.4047244874383122,1.589235205116581,4-9,Northeast_Midwest
MO,Warren County,Midwest,1,14.245999999999999,35.891999999999996,31.653000000000002,4.2,2.4849066497880004,2.656476165556162,3.5805144294358113,3.454832930828065,1.4350845252893227,1,Northeast_Midwest
MO,Washington County,Midwest,6,23.031999999999996,41.206,27.809,6.3,3.0910424533583165,3.1368845533098746,3.7185838768202673,3.3253597093109732,1.840549633397487,4-9,Northeast_Midwest
MO,Wayne County,Midwest,9,24.725,37.025,26.397,5.3,3.258096538021482,3.207814877508776,3.6115933601538623,3.273250367331533,1.667706820558076,4-9,Northeast_Midwest
MO,Webster County,Midwest,2,13.967,38.509,31.33,4.9,2.8332133440562166,2.6366974043236344,3.6508919802084363,3.4445761049641,1.589235205116581,2-3,Northeast_Midwest
MO,Worth County,Midwest,9,10.867,44.067,27.733,3.0,2.6390573296152584,2.3857306740807145,3.7857112030173874,3.3226230398560523,1.0986122886681098,4-9,Northeast_Midwest
MO,Wright County,Midwest,6,20.659000000000002,43.056999999999995,25.089000000000002,5.9,3.1780538303479458,3.028151059809492,3.7625248192815444,3.2224295030674983,1.7749523509116738,4-9,Northeast_Midwest
MO,St. Louis city,Midwest,1,15.466,22.871,28.655,5.5,3.1780538303479458,2.738644066186844,3.129869732483222,3.355327948003701,1.7047480922384253,1,Northeast_Midwest
MT,Beaverhead County,West,7,6.3389999999999995,32.107,30.69,3.3,2.6390573296152584,1.8467210273020294,3.4690740748983084,3.4239368686316447,1.1939224684724346,4-9,West
MT,Big Horn County,West,6,13.706,33.966,36.593,7.3,3.258096538021482,2.617833693163632,3.5253600242825778,3.5998569652847996,1.9878743481543455,4-9,West
MT,Blaine County,West,9,10.6,29.160999999999998,40.657,4.6,3.1780538303479458,2.3608540011180215,3.372832200105259,3.705171022890822,1.5260563034950492,4-9,West
MT,Broadwater County,West,9,6.393,37.635,28.671,4.9,2.3978952727983707,1.8552036417845899,3.627934468486495,3.3558861589521523,1.589235205116581,4-9,West
MT,Carbon County,West,3,6.143,29.62,35.076,3.9,2.302585092994046,1.8153132221817903,3.3884498088396526,3.5575171359171094,1.3609765531356006,2-3,West
MT,Carter County,West,9,7.992000000000001,35.961999999999996,38.906,2.7,2.6390573296152584,2.0784410413462524,3.5824628254094457,3.6611484803756253,0.9932517730102834,4-9,West
MT,Cascade County,West,3,8.345,31.374000000000002,34.341,4.0,2.6390573296152584,2.1216625571137984,3.4459795244340485,3.536339975604449,1.3862943611198906,2-3,West
MT,Chouteau County,West,8,6.965,32.845,35.441,3.7,2.772588722239781,1.940897607231769,3.4917995263444364,3.5678693420430854,1.308332819650179,4-9,West
MT,Custer County,West,7,8.597000000000001,30.491999999999997,41.06,3.5,2.3978952727983707,2.1514133051923072,3.4174643541260274,3.7150344115907874,1.252762968495368,4-9,West
MT,Daniels County,West,9,5.171,33.08,38.023,2.6,2.302585092994046,1.6430660934140844,3.4989288701554906,3.6381912397864133,0.9555114450274363,4-9,West
MT,Dawson County,West,7,7.4879999999999995,35.829,37.778,3.8,2.3978952727983707,2.013301739175291,3.5787576213543995,3.631726922609628,1.33500106673234,4-9,West
MT,Deer Lodge County,West,7,10.536,38.317,35.248000000000005,3.8,2.9444389791664403,2.35479796444098,3.645893661937778,3.5624087900599872,1.33500106673234,4-9,West
MT,Fallon County,West,9,3.842,39.838,41.556999999999995,3.6,2.19722457733622,1.345993064346365,3.6848212306530823,3.727065978832509,1.2809338454620642,4-9,West
MT,Fergus County,West,7,6.882999999999999,33.126999999999995,31.388,3.9,2.7080502011022096,1.929054603416227,3.5003486598422375,3.446425654265227,1.3609765531356006,4-9,West
MT,Flathead County,West,5,5.474,29.269000000000002,36.332,5.6,2.4849066497880004,1.7000096106184874,3.3765289354464416,3.592698895639967,1.7227665977411035,4-9,West
MT,Gallatin County,West,5,3.216,19.5,29.265,2.8,2.3978952727983707,1.16813835131672,2.970414465569701,3.376392262743184,1.0296194171811581,4-9,West
MT,Garfield County,West,9,6.332000000000001,45.119,33.905,2.9,2.6390573296152584,1.8456161420187658,3.8093034438236306,3.5235624961358054,1.0647107369924282,4-9,West
MT,Glacier County,West,7,10.186,38.830999999999996,32.724000000000004,8.6,3.332204510175204,2.321014228462413,3.6592188966955095,3.488108753651452,2.151762203259462,4-9,West
MT,Golden Valley County,West,3,6.632000000000001,44.328,25.48,4.5,2.8903717578961645,1.8919064178329938,3.7916165315650487,3.2378938307039626,1.5040773967762742,2-3,West
MT,Granite County,West,8,10.52,35.858000000000004,28.612,5.9,2.5649493574615367,2.3532782073095637,3.5795666941732356,3.353826210246137,1.7749523509116738,4-9,West
MT,Hill County,West,7,9.502,28.623,38.387,4.3,2.9957322735539913,2.2515023027647296,3.3542105904378188,3.6477188606088475,1.4586150226995167,4-9,West
MT,Jefferson County,West,9,5.073,27.628,34.23,4.6,2.19722457733622,1.623932358584553,3.3188297512267266,3.533102452542094,1.5260563034950492,4-9,West
MT,Judith Basin County,West,8,5.148,35.006,28.506999999999998,3.4,2.5649493574615367,1.63860828973388,3.555519475368644,3.3501496711515033,1.2237754316221157,4-9,West
MT,Lake County,West,6,9.356,29.741,35.958,4.7,2.9444389791664403,2.2360178487219327,3.3925265652145242,3.582351590704103,1.547562508716013,4-9,West
MT,Lewis and Clark County,West,5,5.109,24.498,32.904,3.3,2.302585092994046,1.6310036903486609,3.1985914815654937,3.493594230928123,1.1939224684724346,4-9,West
MT,Liberty County,West,9,20.840999999999998,24.558000000000003,36.196999999999996,3.1,2.9957322735539913,3.0369222003788536,3.201037666738321,3.5889762424693976,1.1314021114911006,4-9,West
MT,Lincoln County,West,7,11.890999999999998,34.688,34.461999999999996,9.0,2.9444389791664403,2.4757818114554415,3.546393805817181,3.5398572677209077,2.1972245773362196,4-9,West
MT,McCone County,West,9,6.9239999999999995,44.042,32.609,1.9,2.772588722239781,1.9349936373139627,3.7851437240840005,3.4845883238909847,0.6418538861723947,4-9,West
MT,Madison County,West,9,5.489,34.084,33.873000000000005,3.8,2.3978952727983707,1.7027460895677522,3.5288280659657096,3.522618236866495,1.33500106673234,4-9,West
MT,Meagher County,West,9,7.516,41.893,29.366999999999997,4.0,2.8903717578961645,2.017034081551219,3.7351187485321335,3.379871594947403,1.3862943611198906,4-9,West
MT,Mineral County,West,8,12.632,42.641999999999996,32.062,7.6,2.8903717578961645,2.536233276953341,3.752839683072813,3.467671528267482,2.028148247292285,4-9,West
